t,regime,DeltaPhi,E,I,C
96.1,pre_instability,79.311716,0.42975,4.284748,1.228538
96.12,pre_instability,78.881119,0.433455,4.284413,1.241481
96.14,pre_instability,79.444075,0.431613,4.296543,1.2449
96.16,pre_instability,79.742656,0.432918,4.311449,1.218975
96.18,pre_instability,79.277598,0.433955,4.299675,1.233494
96.2,pre_instability,78.590294,0.436616,4.28596,1.205137
96.22,pre_instability,77.705206,0.438734,4.263538,1.241026
96.24,pre_instability,77.089948,0.440188,4.247498,1.229282
96.26,pre_instability,76.627222,0.441274,4.235201,1.201127
96.28,pre_instability,75.535827,0.441949,4.200044,1.244171
96.3,pre_instability,74.932688,0.443954,4.185906,1.257398
96.32,pre_instability,74.531253,0.446103,4.179014,1.269121
96.34,pre_instability,73.780337,0.447832,4.158621,1.335002
96.36,pre_instability,73.162174,0.450506,4.145208,1.339341
96.38,pre_instability,73.044533,0.450537,4.141243,1.354557
96.4,pre_instability,73.082758,0.449981,4.140892,1.353621
96.42,pre_instability,73.078477,0.451376,4.144571,1.279972
96.44,pre_instability,72.983849,0.453505,4.147897,1.359233
96.46,pre_instability,72.853087,0.456328,4.151256,1.365868
96.48,pre_instability,72.772005,0.461185,4.161059,1.361556
96.5,pre_instability,72.37446,0.462726,4.150945,1.371784
96.52,pre_instability,72.076846,0.469223,4.15493,1.335464
96.54,pre_instability,71.412729,0.471485,4.136158,1.330007
96.56,pre_instability,70.700942,0.473196,4.114352,1.33321
96.58,pre_instability,70.55632,0.474501,4.111662,1.33102
96.6,pre_instability,70.604333,0.473378,4.111297,1.337665
96.62,pre_instability,71.114555,0.474086,4.130583,1.319803
96.64,pre_instability,70.673043,0.475678,4.118181,1.378756
96.66,pre_instability,70.360016,0.480729,4.115441,1.376743
96.68,pre_instability,69.843023,0.484189,4.102233,1.404119
96.7,pre_instability,69.72969,0.485653,4.100043,1.386091
96.72,pre_instability,69.567664,0.485117,4.093701,1.409214
96.74,pre_instability,69.513,0.486108,4.093218,1.444516
96.76,pre_instability,69.516912,0.48591,4.093104,1.444109
96.78,pre_instability,69.62543,0.487586,4.099093,1.455995
96.8,pre_instability,69.667915,0.488382,4.101567,1.462662
96.82,pre_instability,69.729038,0.488961,4.104376,1.459302
96.84,pre_instability,69.624404,0.488108,4.099675,1.457113
96.86,pre_instability,69.705824,0.489979,4.104814,1.488208
96.88,pre_instability,69.703791,0.490504,4.105296,1.488592
96.9,pre_instability,69.680273,0.492644,4.106561,1.487702
96.92,pre_instability,70.015964,0.491448,4.117044,1.435618
96.94,pre_instability,70.383412,0.490923,4.129558,1.444465
96.96,pre_instability,70.507962,0.492644,4.135683,1.457766
96.98,pre_instability,70.680274,0.49368,4.142672,1.456516
97.0,pre_instability,70.672751,0.494035,4.142679,1.450083
97.02,pre_instability,70.683223,0.494264,4.143258,1.453243
97.04,pre_instability,70.87774,0.494928,4.150521,1.430453
97.06,pre_instability,70.701266,0.493876,4.14332,1.406783
97.08,pre_instability,70.44814,0.493519,4.13411,1.40948
97.1,pre_instability,70.375184,0.495138,4.132902,1.410877
97.12,pre_instability,70.336332,0.497017,4.132953,1.412791
97.14,pre_instability,70.353343,0.499242,4.134985,1.411109
97.16,pre_instability,70.294062,0.499892,4.133308,1.418471
97.18,pre_instability,70.48343,0.498426,4.139066,1.410516
97.2,pre_instability,70.688909,0.497289,4.145372,1.377209
97.22,pre_instability,70.825239,0.495669,4.149059,1.391848
97.24,pre_instability,70.730655,0.496959,4.146671,1.389088
97.26,pre_instability,70.65327,0.497418,4.144265,1.38843
97.28,pre_instability,70.550078,0.499432,4.141831,1.373934
97.3,pre_instability,70.745029,0.499485,4.148718,1.374308
97.32,pre_instability,70.709037,0.500834,4.147842,1.308098
97.34,pre_instability,70.742219,0.507172,4.151401,1.339632
97.36,pre_instability,70.617811,0.509675,4.14744,1.355014
97.38,pre_instability,70.169467,0.514276,4.131495,1.365663
97.4,pre_instability,70.288689,0.512949,4.135863,1.364459
97.42,pre_instability,70.42455,0.515442,4.14022,1.357823
97.44,pre_instability,70.359053,0.514897,4.138001,1.353
97.46,pre_instability,70.245508,0.515314,4.13393,1.355906
97.48,pre_instability,71.183534,0.515951,4.166589,1.330483
97.5,pre_instability,71.768436,0.517103,4.186411,1.278926
97.52,pre_instability,71.696631,0.5148,4.184603,1.304322
97.54,pre_instability,71.794871,0.516029,4.187755,1.304282
97.56,pre_instability,71.791996,0.515965,4.187672,1.304464
97.58,pre_instability,71.810897,0.517472,4.18791,1.305335
97.6,pre_instability,71.789866,0.519702,4.186222,1.281177
97.62,pre_instability,71.817199,0.521688,4.186355,1.306601
97.64,pre_instability,71.898049,0.524062,4.187792,1.309295
97.66,pre_instability,71.897123,0.524077,4.187749,1.309154
97.68,pre_instability,71.844836,0.523001,4.186622,1.314425
97.7,pre_instability,71.598034,0.52551,4.176373,1.312697
97.72,pre_instability,71.60268,0.525422,4.176606,1.314269
97.74,pre_instability,71.572471,0.5265,4.17475,1.313465
97.76,pre_instability,71.72126,0.524441,4.181418,1.314866
97.78,pre_instability,72.319668,0.524794,4.201864,1.29308
97.8,pre_instability,72.750226,0.528782,4.213756,1.309151
97.82,pre_instability,72.670898,0.529993,4.209944,1.313728
97.84,pre_instability,72.313769,0.533275,4.194287,1.323922
97.86,pre_instability,71.93967,0.534346,4.180051,1.321136
97.88,pre_instability,70.971158,0.533922,4.146646,1.321777
97.9,pre_instability,72.195733,0.536513,4.186279,1.307502
97.92,pre_instability,72.819439,0.53591,4.20877,1.326674
97.94,pre_instability,72.938318,0.534135,4.214983,1.328592
97.96,pre_instability,73.170338,0.533333,4.223779,1.308202
97.98,pre_instability,73.614278,0.532258,4.239855,1.24115
98.0,pre_instability,73.581858,0.531497,4.239535,1.245095
98.02,pre_instability,73.650156,0.532543,4.240896,1.262302
98.04,pre_instability,73.570169,0.533198,4.23744,1.260018
98.06,pre_instability,73.110384,0.532848,4.222185,1.298175
98.08,pre_instability,73.88641,0.53592,4.245349,1.295446
98.1,pre_instability,74.001916,0.537182,4.247644,1.276773
98.12,pre_instability,74.134804,0.539221,4.249521,1.28141
98.14,pre_instability,74.040817,0.538624,4.247106,1.280345
98.16,pre_instability,73.717198,0.538251,4.236507,1.281891
98.18,pre_instability,74.40004,0.540165,4.257151,1.255872
98.2,pre_instability,74.820943,0.542737,4.267762,1.263441
98.22,pre_instability,74.749433,0.542114,4.266284,1.265985
98.24,pre_instability,75.045722,0.544452,4.272597,1.240001
98.26,pre_instability,75.257794,0.547118,4.275328,1.239093
98.28,pre_instability,75.25614,0.547133,4.275269,1.243849
98.3,pre_instability,75.246808,0.546742,4.275612,1.24013
98.32,pre_instability,75.191326,0.546101,4.274833,1.242521
98.34,pre_instability,75.198112,0.546066,4.275124,1.242532
98.36,pre_instability,75.50265,0.549035,4.28019,1.233285
98.38,pre_instability,75.657752,0.553134,4.277598,1.247658
98.4,pre_instability,75.741196,0.556257,4.273805,1.241658
98.42,pre_instability,75.738713,0.556229,4.273794,1.243926
98.44,pre_instability,76.051875,0.560838,4.273487,1.171168
98.46,pre_instability,75.620617,0.564324,4.250295,1.223221
98.48,pre_instability,75.71322,0.567596,4.245082,1.296601
98.5,pre_instability,75.791398,0.570839,4.238623,1.310378
98.52,pre_instability,75.68822,0.572925,4.228977,1.331805
98.54,pre_instability,75.679029,0.573954,4.225525,1.333877
98.56,pre_instability,75.579371,0.576341,4.2146,1.33902
98.58,pre_instability,75.545399,0.577312,4.210309,1.343678
98.6,pre_instability,75.791607,0.580792,4.20716,1.340386
98.62,pre_instability,76.228375,0.585155,4.206863,1.348024
98.64,pre_instability,76.651159,0.588134,4.210398,1.346272
98.66,pre_instability,76.8891,0.59061,4.209094,1.3484
98.68,pre_instability,77.24484,0.593587,4.209505,1.344964
98.7,pre_instability,77.192652,0.593378,4.208527,1.340448
98.72,pre_instability,77.340391,0.594312,4.20983,1.340173
98.74,pre_instability,77.301724,0.593715,4.210853,1.325405
98.76,pre_instability,77.447182,0.593371,4.217047,1.280721
98.78,pre_instability,77.494845,0.595746,4.209176,1.32644
98.8,pre_instability,77.470134,0.595461,4.209514,1.328204
98.82,pre_instability,78.167506,0.596834,4.227767,1.311992
98.84,pre_instability,78.012499,0.596284,4.224724,1.310388
98.86,pre_instability,78.418476,0.598255,4.230366,1.308418
98.88,pre_instability,78.709826,0.601819,4.224916,1.318939
98.9,pre_instability,78.607101,0.601644,4.22216,1.320393
98.92,pre_instability,78.8872,0.60437,4.219655,1.346721
98.94,pre_instability,79.257489,0.606793,4.221152,1.340688
98.96,pre_instability,79.443737,0.60712,4.225967,1.32701
98.98,pre_instability,79.349712,0.606753,4.224319,1.301087
99.0,pre_instability,79.343096,0.606782,4.224097,1.328417
99.02,pre_instability,79.370244,0.606878,4.224555,1.323246
99.04,pre_instability,79.254088,0.606269,4.223466,1.335605
99.06,pre_instability,79.371393,0.607096,4.223657,1.340958
99.08,pre_instability,79.266249,0.606496,4.222957,1.361589
99.1,pre_instability,79.108571,0.607612,4.212368,1.384703
99.12,pre_instability,79.246898,0.607013,4.219901,1.369465
99.14,pre_instability,79.175376,0.60616,4.221432,1.369019
99.16,pre_instability,79.714793,0.60796,4.231476,1.355852
99.18,pre_instability,79.586252,0.607335,4.229979,1.35047
99.2,pre_instability,79.262352,0.607003,4.220136,1.301846
99.22,pre_instability,79.283432,0.607047,4.220561,1.283866
99.24,pre_instability,78.998207,0.605433,4.21809,1.249807
99.26,pre_instability,79.708656,0.609656,4.222638,1.257536
99.28,pre_instability,79.784099,0.610142,4.222896,1.260213
99.3,pre_instability,79.752744,0.609732,4.223904,1.280195
99.32,pre_instability,79.741703,0.609583,4.224149,1.261243
99.34,pre_instability,79.731287,0.608312,4.229929,1.269127
99.36,pre_instability,80.321296,0.613089,4.227031,1.290175
99.38,pre_instability,80.341792,0.613381,4.226279,1.291297
99.4,pre_instability,80.144911,0.61368,4.218145,1.322755
99.42,pre_instability,80.143455,0.614093,4.215963,1.313637
99.44,pre_instability,79.95509,0.613006,4.21495,1.316995
99.46,pre_instability,80.009244,0.613481,4.214436,1.317113
99.48,pre_instability,80.034014,0.613246,4.216484,1.319629
99.5,pre_instability,81.493026,0.618417,4.240096,1.303188
99.52,pre_instability,81.756814,0.621136,4.234641,1.290164
99.54,pre_instability,82.262869,0.625978,4.225193,1.252504
99.56,pre_instability,82.81035,0.630688,4.217091,1.277058
99.58,pre_instability,82.864879,0.631387,4.214847,1.275602
99.6,pre_instability,83.028185,0.632536,4.213634,1.270954
99.62,pre_instability,83.064823,0.633061,4.211793,1.278243
99.64,pre_instability,83.171909,0.633788,4.211102,1.274569
99.66,pre_instability,83.368903,0.635052,4.210231,1.272421
99.68,pre_instability,84.272866,0.640274,4.209076,1.295322
99.7,pre_instability,84.484831,0.641539,4.208316,1.29285
99.72,pre_instability,84.455879,0.641803,4.205622,1.294729
99.74,pre_instability,84.673618,0.643275,4.203626,1.294105
99.76,pre_instability,84.681705,0.643208,4.204325,1.290968
99.78,pre_instability,84.161111,0.642162,4.19299,1.277343
99.8,pre_instability,84.319726,0.642021,4.199462,1.288401
99.82,pre_instability,83.907742,0.640144,4.197199,1.284126
99.84,pre_instability,83.66821,0.638733,4.197778,1.274201
99.86,pre_instability,84.381672,0.641447,4.205268,1.280126
99.88,pre_instability,84.875502,0.643341,4.210066,1.272258
99.9,pre_instability,85.255767,0.644813,4.213577,1.271068
99.92,pre_instability,85.446359,0.645504,4.215611,1.271679
99.94,pre_instability,85.693498,0.646522,4.217397,1.272211
99.96,pre_instability,86.89256,0.650484,4.232015,1.271283
99.98,pre_instability,87.363842,0.652283,4.235944,1.285347
100.0,pre_instability,87.814411,0.654755,4.234258,1.294929
100.02,pre_instability,87.796947,0.656366,4.222305,1.306063
100.04,pre_instability,88.492792,0.659959,4.220398,1.312378
100.06,pre_instability,89.250243,0.663031,4.223896,1.321719
100.08,pre_instability,89.739404,0.665805,4.219878,1.319878
100.1,pre_instability,89.223791,0.66476,4.210015,1.325604
100.12,pre_instability,89.116533,0.664202,4.210506,1.322475
100.14,pre_instability,88.25953,0.660771,4.206436,1.32447
100.16,pre_instability,87.886654,0.659673,4.201551,1.316549
100.18,pre_instability,87.591851,0.659282,4.193991,1.2776
100.2,pre_instability,88.563579,0.663884,4.193783,1.331207
100.22,pre_instability,88.88445,0.665911,4.189563,1.339855
100.24,pre_instability,88.835616,0.665671,4.189703,1.340063
100.26,pre_instability,89.269763,0.667597,4.189993,1.344464
100.28,pre_instability,89.401929,0.668211,4.189812,1.340986
100.3,pre_instability,89.715745,0.669168,4.193321,1.353323
100.32,pre_instability,89.925937,0.669763,4.19592,1.345209
100.34,pre_instability,90.093715,0.670218,4.198207,1.351531
100.36,pre_instability,90.244737,0.671001,4.197207,1.337956
100.38,pre_instability,90.225898,0.670902,4.19741,1.352549
100.4,pre_instability,91.016795,0.674311,4.197632,1.346927
100.42,pre_instability,91.923745,0.678055,4.198631,1.356682
100.44,pre_instability,91.842715,0.677606,4.199517,1.35667
100.46,pre_instability,91.841617,0.677604,4.199501,1.357327
100.48,pre_instability,91.390687,0.67609,4.196225,1.354137
100.5,pre_instability,91.278318,0.675688,4.195604,1.354622
100.52,pre_instability,90.992445,0.6746,4.194497,1.354112
100.54,pre_instability,90.685405,0.672983,4.196767,1.34185
100.56,pre_instability,90.572643,0.671855,4.201767,1.327288
100.58,pre_instability,90.51295,0.671201,4.204915,1.335648
100.6,pre_instability,90.822601,0.672577,4.204724,1.333572
100.62,pre_instability,90.561851,0.671009,4.208106,1.332328
100.64,pre_instability,90.964376,0.672967,4.206514,1.331799
100.66,pre_instability,90.905723,0.672671,4.206849,1.332931
100.68,pre_instability,90.736715,0.67169,4.208774,1.331021
100.7,pre_instability,90.297233,0.668955,4.21498,1.326335
100.72,pre_instability,90.471926,0.668499,4.224518,1.322159
100.74,pre_instability,90.722728,0.668644,4.232028,1.321215
100.76,pre_instability,91.092874,0.670389,4.231135,1.301973
100.78,pre_instability,91.680696,0.672711,4.23325,1.329274
100.8,pre_instability,91.72591,0.673924,4.225189,1.332935
100.82,pre_instability,91.781926,0.674193,4.224975,1.334127
100.84,pre_instability,92.068268,0.675384,4.225312,1.34044
100.86,pre_instability,91.862556,0.675609,4.216395,1.339719
100.88,pre_instability,91.776156,0.675733,4.212409,1.339897
100.9,pre_instability,92.480878,0.678595,4.213236,1.309677
100.92,pre_instability,92.843359,0.680629,4.209012,1.330819
100.94,pre_instability,94.076493,0.685767,4.208043,1.313057
100.96,pre_instability,94.630477,0.689109,4.198097,1.297678
100.98,pre_instability,94.713177,0.690366,4.189888,1.300444
101.0,pre_instability,94.824108,0.690065,4.196431,1.305612
101.02,pre_instability,94.647654,0.689519,4.195177,1.314553
101.04,pre_instability,95.531219,0.692606,4.198335,1.302531
101.06,pre_instability,96.008501,0.695455,4.18914,1.299004
101.08,pre_instability,96.003902,0.695434,4.189204,1.306244
101.1,pre_instability,95.817291,0.693889,4.196492,1.258132
101.12,pre_instability,95.199903,0.691167,4.199604,1.285584
101.14,pre_instability,95.498286,0.69235,4.199476,1.300272
101.16,pre_instability,95.274789,0.690976,4.203853,1.278809
101.18,pre_instability,95.196454,0.690685,4.203615,1.258948
101.2,pre_instability,94.810294,0.689062,4.204622,1.273578
101.22,pre_instability,95.284536,0.690691,4.20681,1.296303
101.24,pre_instability,95.779209,0.69203,4.212057,1.300174
101.26,pre_instability,95.21598,0.69004,4.210243,1.308479
101.28,pre_instability,94.80947,0.688473,4.209937,1.310952
101.3,pre_instability,94.898239,0.688777,4.210349,1.309739
101.32,pre_instability,95.435875,0.690819,4.210973,1.308774
101.34,pre_instability,95.192363,0.689562,4.213645,1.311161
101.36,pre_instability,95.164006,0.68943,4.213741,1.295842
101.38,pre_instability,94.554671,0.686937,4.214451,1.305826
101.4,pre_instability,94.531256,0.686886,4.214087,1.307405
101.42,pre_instability,94.133218,0.686747,4.201361,1.276142
101.44,pre_instability,94.234252,0.689467,4.180955,1.256196
101.46,pre_instability,94.223271,0.690598,4.170518,1.254942
101.48,pre_instability,94.420203,0.691746,4.167212,1.273074
101.5,pre_instability,94.288762,0.690906,4.170186,1.280412
101.52,pre_instability,94.35109,0.691578,4.166344,1.280798
101.54,pre_instability,94.088409,0.689671,4.174307,1.303412
101.56,pre_instability,94.707282,0.690556,4.187978,1.296463
101.58,pre_instability,95.21071,0.69348,4.179302,1.299332
101.6,pre_instability,95.460844,0.693264,4.189852,1.276824
101.62,pre_instability,95.19996,0.691955,4.192518,1.273392
101.64,pre_instability,95.370729,0.692751,4.19132,1.274127
101.66,pre_instability,95.631362,0.693737,4.191494,1.274092
101.68,pre_instability,95.81037,0.693206,4.202384,1.254633
101.7,pre_instability,96.164171,0.694679,4.201195,1.22119
101.72,pre_instability,96.121665,0.69451,4.201251,1.221634
101.74,pre_instability,96.317905,0.695252,4.201337,1.223793
101.76,pre_instability,96.136121,0.694362,4.203091,1.221972
101.78,pre_instability,95.83477,0.693016,4.204614,1.192327
101.8,pre_instability,95.641388,0.691759,4.209197,1.202161
101.82,pre_instability,95.42322,0.690721,4.210825,1.196424
101.84,pre_instability,95.377814,0.690376,4.212228,1.180665
101.86,pre_instability,95.288887,0.689991,4.21254,1.180677
101.88,pre_instability,95.275159,0.687443,4.234207,1.168009
101.9,pre_instability,94.972303,0.686301,4.233523,1.149084
101.92,pre_instability,95.123255,0.686811,4.234296,1.142485
101.94,pre_instability,95.980349,0.690055,4.235677,1.154389
101.96,pre_instability,96.695852,0.693579,4.229047,1.140192
101.98,pre_instability,96.769616,0.694129,4.226665,1.141696
102.0,pre_instability,97.058431,0.696337,4.216894,1.184519
102.02,pre_instability,97.777712,0.699127,4.216204,1.196908
102.04,pre_instability,97.780255,0.699134,4.21623,1.196448
102.06,pre_instability,98.655457,0.70205,4.21924,1.186856
102.08,pre_instability,99.28539,0.704162,4.220956,1.165559
102.1,pre_instability,99.427402,0.705049,4.217627,1.20389
102.12,pre_instability,100.903475,0.710847,4.212478,1.198663
102.14,pre_instability,101.107955,0.711574,4.212389,1.198216
102.16,pre_instability,101.418077,0.712492,4.213854,1.161537
102.18,pre_instability,101.316626,0.712262,4.212837,1.203292
102.2,pre_instability,101.993302,0.71364,4.222598,1.215929
102.22,pre_instability,101.865165,0.713746,4.217156,1.222255
102.24,pre_instability,101.041055,0.713591,4.190231,1.238035
102.26,pre_instability,101.189759,0.714164,4.189646,1.237765
102.28,pre_instability,100.690059,0.710697,4.206756,1.234728
102.3,pre_instability,101.420186,0.711542,4.223602,1.220927
102.32,pre_instability,101.517928,0.711211,4.230039,1.18641
102.34,pre_instability,102.388344,0.713715,4.235258,1.177984
102.36,pre_instability,103.580426,0.718633,4.226954,1.191064
102.38,pre_instability,105.34974,0.721943,4.253779,1.172928
102.4,pre_instability,105.970448,0.723747,4.256445,1.178142
102.42,pre_instability,106.599267,0.725611,4.258709,1.204883
102.44,pre_instability,108.294253,0.729597,4.27475,1.227212
102.46,pre_instability,108.388872,0.729604,4.277923,1.23377
102.48,pre_instability,108.205903,0.729079,4.277256,1.233932
102.5,pre_instability,108.502828,0.730128,4.276257,1.233407
102.52,pre_instability,109.188642,0.73245,4.274828,1.23229
102.54,pre_instability,110.226312,0.736102,4.270662,1.232071
102.56,pre_instability,110.142267,0.735806,4.271027,1.23145
102.58,pre_instability,109.137879,0.732391,4.273738,1.233529
102.6,pre_instability,109.442009,0.731522,4.293197,1.204491
102.62,pre_instability,110.649601,0.734552,4.301913,1.250756
102.64,pre_instability,111.543807,0.73688,4.306988,1.249918
102.66,pre_instability,111.252688,0.736124,4.30534,1.24946
102.68,pre_instability,110.356412,0.733785,4.30019,1.240765
102.7,pre_instability,110.784761,0.734722,4.304572,1.23403
102.72,pre_instability,110.559501,0.733959,4.305148,1.233448
102.74,pre_instability,109.778676,0.732218,4.297207,1.206786
102.76,pre_instability,108.757844,0.730533,4.280544,1.215666
102.78,pre_instability,108.024126,0.728905,4.27285,1.223046
102.8,pre_instability,108.344644,0.729969,4.27251,1.223691
102.82,pre_instability,108.945555,0.731971,4.27165,1.226023
102.84,pre_instability,109.409282,0.733631,4.269608,1.226069
102.86,pre_instability,109.911805,0.734002,4.282683,1.221004
102.88,pre_instability,110.266696,0.735047,4.283363,1.204162
102.9,pre_instability,111.450352,0.737827,4.293174,1.183767
102.92,pre_instability,111.254383,0.735967,4.30667,1.165026
102.94,pre_instability,111.973855,0.736714,4.322941,1.182673
102.96,pre_instability,111.549933,0.735603,4.320655,1.182714
102.98,pre_instability,110.985869,0.733373,4.325539,1.184826
103.0,pre_instability,111.162346,0.732088,4.34485,1.144412
103.02,pre_instability,110.170316,0.729078,4.343137,1.150087
103.04,pre_instability,111.107412,0.732593,4.337824,1.173314
103.06,pre_instability,111.454737,0.733721,4.337539,1.177704
103.08,pre_instability,111.352408,0.7333,4.338531,1.168479
103.1,pre_instability,110.26201,0.730024,4.336632,1.206027
103.12,pre_instability,110.44678,0.730468,4.338146,1.198094
103.14,pre_instability,110.811039,0.731568,4.338854,1.204662
103.16,pre_instability,110.842347,0.731398,4.341549,1.177761
103.18,pre_instability,110.715542,0.731005,4.341523,1.19619
103.2,pre_instability,110.557159,0.730769,4.33871,1.199967
103.22,pre_instability,110.496647,0.731109,4.333165,1.212
103.24,pre_instability,110.090568,0.73003,4.33085,1.212963
103.26,pre_instability,109.550792,0.728483,4.32887,1.215521
103.28,pre_instability,109.578322,0.727578,4.33899,1.180976
103.3,pre_instability,109.799314,0.72822,4.339628,1.154403
103.32,pre_instability,109.140444,0.725309,4.347471,1.153046
103.34,pre_instability,108.869935,0.724364,4.348162,1.177432
103.36,pre_instability,109.149098,0.725112,4.349892,1.176934
103.38,pre_instability,109.285353,0.725349,4.351962,1.162846
103.4,pre_instability,108.807559,0.724549,4.344212,1.180991
103.42,pre_instability,108.024697,0.72182,4.345535,1.171877
103.44,pre_instability,107.829347,0.721132,4.345886,1.172656
103.46,pre_instability,107.535828,0.71929,4.354115,1.115626
103.48,pre_instability,107.011257,0.717644,4.352911,1.134412
103.5,pre_instability,107.211432,0.719995,4.336728,1.208568
103.52,pre_instability,107.297734,0.720332,4.336259,1.208397
103.54,pre_instability,106.573152,0.717651,4.338433,1.184199
103.56,pre_instability,105.99561,0.715358,4.341762,1.229621
103.58,pre_instability,106.515257,0.716512,4.347804,1.210734
103.6,pre_instability,106.057811,0.714896,4.348285,1.219132
103.62,pre_instability,106.388222,0.716221,4.346218,1.174056
103.64,pre_instability,106.008025,0.715601,4.33967,1.201278
103.66,pre_instability,105.728516,0.715652,4.329812,1.204376
103.68,pre_instability,105.809941,0.715852,4.330642,1.213742
103.7,pre_instability,105.084982,0.713896,4.325306,1.207198
103.72,pre_instability,104.586689,0.712535,4.321828,1.230728
103.74,pre_instability,106.184066,0.716721,4.334639,1.205487
103.76,pre_instability,105.609904,0.714839,4.333775,1.207868
103.78,pre_instability,105.400371,0.713655,4.338195,1.200612
103.8,pre_instability,104.442457,0.710901,4.332332,1.165688
103.82,pre_instability,104.065905,0.70995,4.328765,1.168528
103.84,pre_instability,104.400011,0.711194,4.328109,1.165988
103.86,pre_instability,104.386487,0.711122,4.328349,1.166719
103.88,pre_instability,104.528115,0.710113,4.342608,1.146542
103.9,pre_instability,104.972477,0.709156,4.366463,1.144877
103.92,pre_instability,105.266232,0.709317,4.374764,1.152155
103.94,pre_instability,105.388736,0.709691,4.375267,1.141057
103.96,pre_instability,106.245499,0.712394,4.378234,1.152513
103.98,pre_instability,106.025157,0.711956,4.375281,1.192431
104.0,pre_instability,106.169083,0.712564,4.374124,1.160804
104.02,pre_instability,106.085667,0.712259,4.374242,1.159243
104.04,pre_instability,106.520113,0.714902,4.363298,1.146607
104.06,pre_instability,106.145917,0.714852,4.351389,1.165752
104.08,pre_instability,105.35292,0.713034,4.342429,1.167162
104.1,pre_instability,105.150359,0.712484,4.340936,1.168623
104.12,pre_instability,104.02347,0.709358,4.332946,1.166044
104.14,pre_instability,105.855394,0.713947,4.350447,1.1687
104.16,pre_instability,106.150001,0.714359,4.356323,1.170519
104.18,pre_instability,106.531412,0.714956,4.363272,1.170397
104.2,pre_instability,106.33405,0.713916,4.366607,1.146483
104.22,pre_instability,106.127673,0.713091,4.367694,1.156322
104.24,pre_instability,106.086935,0.712926,4.367911,1.155597
104.26,pre_instability,106.266952,0.713712,4.366371,1.156122
104.28,pre_instability,106.516537,0.71474,4.364781,1.154965
104.3,pre_instability,106.435911,0.714308,4.366275,1.156669
104.32,pre_instability,106.193514,0.713131,4.369491,1.154542
104.34,pre_instability,105.945283,0.711588,4.375923,1.154175
104.36,pre_instability,105.566313,0.710391,4.374679,1.159311
104.38,pre_instability,106.38648,0.712516,4.381736,1.147527
104.4,pre_instability,106.6587,0.713482,4.381566,1.14917
104.42,pre_instability,106.338533,0.711991,4.385077,1.137925
104.44,pre_instability,106.273461,0.710687,4.395261,1.144892
104.46,pre_instability,105.955573,0.708819,4.402234,1.150427
104.48,pre_instability,105.072966,0.705296,4.405568,1.15849
104.5,pre_instability,105.236547,0.704521,4.417934,1.145964
104.52,pre_instability,103.471609,0.698571,4.412945,1.151373
104.54,pre_instability,102.830255,0.696215,4.412371,1.14688
104.56,pre_instability,102.580383,0.695348,4.411646,1.147718
104.58,pre_instability,102.316112,0.69429,4.412047,1.145125
104.6,pre_instability,102.326964,0.694692,4.409073,1.171741
104.62,pre_instability,102.477761,0.693422,4.424865,1.162223
104.64,pre_instability,101.798225,0.689848,4.432542,1.129814
104.66,pre_instability,100.940238,0.685781,4.437832,1.108743
104.68,pre_instability,100.783513,0.685029,4.438805,1.10828
104.7,pre_instability,100.809541,0.685204,4.438346,1.129752
104.72,pre_instability,100.842933,0.685476,4.437227,1.128579
104.74,pre_instability,101.020449,0.685704,4.441178,1.128757
104.76,pre_instability,101.590275,0.687996,4.441021,1.118541
104.78,pre_instability,101.210538,0.686669,4.439454,1.11163
104.8,pre_instability,100.257501,0.684407,4.426599,1.106675
104.82,pre_instability,99.953938,0.683799,4.421409,1.078347
104.84,pre_instability,100.939098,0.687829,4.420822,1.072559
104.86,pre_instability,99.980572,0.687756,4.390123,1.135915
104.88,pre_instability,99.981713,0.687764,4.390074,1.132356
104.9,pre_instability,99.345391,0.685352,4.388859,1.114609
104.92,pre_instability,99.369091,0.685372,4.389344,1.086045
104.94,pre_instability,99.104177,0.685071,4.383286,1.136627
104.96,pre_instability,98.870446,0.683936,4.384802,1.13286
104.98,pre_instability,99.345357,0.685572,4.387132,1.131499
105.0,pre_instability,99.609552,0.686217,4.390595,1.136529
105.02,pre_instability,100.062487,0.687268,4.39682,1.121922
105.04,pre_instability,99.752001,0.686133,4.395969,1.130072
105.06,pre_instability,99.683735,0.685846,4.395958,1.106024
105.08,pre_instability,99.746711,0.686284,4.394423,1.103978
105.1,pre_instability,99.620277,0.685746,4.39467,1.104051
105.12,pre_instability,99.322468,0.684266,4.39694,1.106114
105.14,pre_instability,98.858676,0.680841,4.40907,1.0759
105.16,pre_instability,98.785239,0.680908,4.406378,1.129522
105.18,pre_instability,98.973922,0.681461,4.408175,1.12659
105.2,pre_instability,99.174679,0.682403,4.407243,1.127582
105.22,pre_instability,99.166481,0.682365,4.40727,1.125953
105.24,pre_instability,98.895328,0.68129,4.40695,1.12765
105.26,pre_instability,99.13159,0.682554,4.404607,1.127771
105.28,pre_instability,98.748231,0.68095,4.404868,1.138826
105.3,pre_instability,99.334566,0.683622,4.4028,1.151415
105.32,pre_instability,99.186404,0.682863,4.403998,1.142001
105.34,pre_instability,97.408179,0.676014,4.399501,1.150289
105.36,pre_instability,96.891491,0.673768,4.399683,1.141634
105.38,pre_instability,95.623557,0.669228,4.392187,1.173198
105.4,pre_instability,96.051816,0.671104,4.392351,1.182883
