t,regime,DeltaPhi,E,I,C
14.08,stable,0.312275,0.499995,0.058076,215.388057
14.1,stable,0.31592,0.499869,0.057083,215.431319
14.12,stable,0.327238,0.499792,0.057558,216.097162
14.14,stable,0.318189,0.49988,0.05681,215.569633
14.16,stable,0.317583,0.499982,0.056969,215.643953
14.18,stable,0.317063,0.499941,0.056944,215.56822
14.2,stable,0.328384,0.500054,0.057087,216.394916
14.22,stable,0.333243,0.49998,0.056849,216.605519
14.24,stable,0.32826,0.499922,0.056842,216.244271
14.26,stable,0.331189,0.499882,0.056878,216.387347
14.28,stable,0.324616,0.499937,0.056923,216.038714
14.3,stable,0.31324,0.499918,0.056972,215.302286
14.32,stable,0.315213,0.499834,0.057129,215.352764
14.34,stable,0.323215,0.499751,0.057324,215.790521
14.36,stable,0.334077,0.499595,0.05733,216.309501
14.38,stable,0.341524,0.499539,0.057458,216.715085
14.4,stable,0.314433,0.500038,0.057701,215.545828
14.42,stable,0.310474,0.499937,0.057587,215.181768
14.44,stable,0.323426,0.499934,0.057582,216.001793
14.46,stable,0.334752,0.500116,0.057384,216.857043
14.48,stable,0.336666,0.500181,0.057418,217.033004
14.5,stable,0.357512,0.500438,0.057142,218.443142
14.52,stable,0.351249,0.500048,0.05753,217.770448
14.54,stable,0.33153,0.500331,0.057316,216.857498
14.56,stable,0.333018,0.500279,0.057338,216.900311
14.58,stable,0.341756,0.500373,0.057335,217.500337
14.6,stable,0.353613,0.500652,0.05702,218.397377
14.62,stable,0.35257,0.500577,0.05701,218.27571
14.64,stable,0.364942,0.500285,0.05691,218.714241
14.66,stable,0.378907,0.499952,0.057028,219.200508
14.68,stable,0.37561,0.49971,0.057373,218.829496
14.7,stable,0.409311,0.499285,0.057176,220.244038
14.72,stable,0.418924,0.499295,0.057168,220.745941
14.74,stable,0.401679,0.49944,0.057338,219.989046
14.76,stable,0.453565,0.499715,0.057191,222.778358
14.78,stable,0.48388,0.49891,0.056649,223.537451
14.8,stable,0.476696,0.498522,0.056633,222.888035
14.82,stable,0.529659,0.498053,0.056166,224.880765
14.84,stable,0.531873,0.497643,0.056114,224.636969
14.86,stable,0.532374,0.497585,0.056136,224.611358
14.88,stable,0.520323,0.497257,0.056316,223.794838
14.9,stable,0.539618,0.497124,0.056313,224.542524
14.92,stable,0.527617,0.497173,0.056324,224.050436
14.94,stable,0.526876,0.497141,0.05633,223.988431
14.96,stable,0.415466,0.497666,0.057309,219.041002
14.98,stable,0.444003,0.497745,0.057266,220.621646
15.0,stable,0.297993,0.498903,0.059078,213.265569
15.02,stable,0.317859,0.499447,0.059365,215.261068
15.04,stable,0.302448,0.499473,0.059356,214.266953
15.06,stable,0.3192,0.499429,0.059371,215.327914
15.08,stable,0.306523,0.500207,0.059025,215.290254
15.1,stable,0.306919,0.500365,0.059073,215.47426
15.12,stable,0.283992,0.499962,0.059252,213.526808
15.14,stable,0.283916,0.499894,0.059205,213.441667
15.16,stable,0.250263,0.49912,0.059747,209.830759
15.18,stable,0.262211,0.498809,0.059573,210.389791
15.2,stable,0.263869,0.498494,0.059435,210.042218
15.22,stable,0.25836,0.498109,0.059724,208.937499
15.24,stable,0.255101,0.498156,0.059718,208.710024
15.26,stable,0.257635,0.498407,0.059851,209.384451
15.28,stable,0.256188,0.498253,0.059759,208.984833
15.3,stable,0.254028,0.49846,0.059675,209.123547
15.32,stable,0.242757,0.498937,0.059944,208.876864
15.34,stable,0.241705,0.498958,0.05995,208.812616
15.36,stable,0.243047,0.498978,0.059971,208.973651
15.38,stable,0.249546,0.498902,0.060033,209.458252
15.4,stable,0.236812,0.498934,0.060031,208.306124
15.42,stable,0.25211,0.498685,0.059766,209.32381
15.44,stable,0.251968,0.498693,0.059768,209.323193
15.46,stable,0.252098,0.4987,0.059765,209.34672
15.48,stable,0.264021,0.498413,0.059672,209.94957
15.5,stable,0.261312,0.498636,0.059764,210.067332
15.52,stable,0.277212,0.498557,0.059623,211.268459
15.54,stable,0.276874,0.498593,0.059558,211.287669
15.56,stable,0.26811,0.498858,0.059374,210.939136
15.58,stable,0.246991,0.499056,0.059612,209.429059
15.6,stable,0.258634,0.499044,0.059621,210.434432
15.62,stable,0.277365,0.498587,0.058934,211.270264
15.64,stable,0.274734,0.498646,0.05908,211.15323
15.66,stable,0.266969,0.498576,0.059064,210.403508
15.68,stable,0.275564,0.498342,0.058975,210.766975
15.7,stable,0.271505,0.49838,0.058938,210.481859
15.72,stable,0.317644,0.498513,0.058569,214.128295
15.74,stable,0.309544,0.498541,0.058645,213.605526
15.76,stable,0.299723,0.498421,0.058528,212.73484
15.78,stable,0.300962,0.498471,0.058549,212.893059
15.8,stable,0.342886,0.498633,0.058306,215.903047
15.82,stable,0.342129,0.498467,0.058175,215.661032
15.84,stable,0.355265,0.498395,0.058347,216.408327
15.86,stable,0.427157,0.498396,0.058335,220.427698
15.88,stable,0.427573,0.498228,0.058011,220.275612
15.9,stable,0.425346,0.498163,0.05777,220.085657
15.92,stable,0.424079,0.498132,0.057746,219.988755
15.94,stable,0.433067,0.498094,0.057705,220.416792
15.96,stable,0.432605,0.498106,0.057664,220.40246
15.98,stable,0.455477,0.498107,0.057664,221.556085
16.0,stable,0.484066,0.498071,0.057215,222.87756
16.02,stable,0.48753,0.49807,0.057214,223.038211
16.04,stable,0.508852,0.49807,0.057249,224.017832
16.06,stable,0.534443,0.498034,0.057118,225.11542
16.08,stable,0.524559,0.498064,0.057047,224.704007
16.1,stable,0.530536,0.498081,0.056973,224.976984
16.12,stable,0.530366,0.498072,0.056958,224.961722
16.14,stable,0.530708,0.498067,0.056944,224.971896
16.16,stable,0.575843,0.498022,0.056968,226.84776
16.18,stable,0.589574,0.49816,0.056567,227.493025
16.2,stable,0.619956,0.498148,0.056555,228.684875
16.22,stable,0.601144,0.498135,0.05662,227.939662
16.24,pre_instability,0.54802,0.49825,0.056816,225.855115
16.26,pre_instability,0.560232,0.498324,0.056528,226.412498
16.28,pre_instability,0.57038,0.498131,0.056959,226.705186
16.3,pre_instability,0.572828,0.498108,0.057017,226.791291
16.32,pre_instability,0.594773,0.498134,0.056918,227.69694
16.34,pre_instability,0.594079,0.498051,0.056877,227.60635
16.36,pre_instability,0.604296,0.497986,0.056913,227.966968
16.38,pre_instability,0.635751,0.498021,0.056868,229.215679
16.4,pre_instability,0.649759,0.497894,0.056682,229.650503
16.42,pre_instability,0.662716,0.498008,0.056666,230.214681
16.44,pre_instability,0.661679,0.498052,0.056667,230.206562
16.46,pre_instability,0.672769,0.498075,0.056675,230.632088
16.48,pre_instability,0.668941,0.498279,0.056658,230.628189
16.5,pre_instability,0.585227,0.497864,0.057266,227.123515
16.52,pre_instability,0.57999,0.497893,0.057239,226.93068
16.54,pre_instability,0.497613,0.4976,0.057843,223.125463
16.56,pre_instability,0.612642,0.497339,0.057647,227.838378
16.58,pre_instability,0.721441,0.497532,0.057491,232.044771
16.6,pre_instability,0.739074,0.498186,0.056813,233.062329
16.62,pre_instability,0.72309,0.498093,0.056671,232.444643
16.64,pre_instability,0.856449,0.497567,0.055939,236.510492
16.66,pre_instability,0.942729,0.497548,0.055951,239.133727
16.68,pre_instability,0.893272,0.498047,0.055417,237.914601
16.7,pre_instability,0.903869,0.498,0.055438,238.210824
16.72,pre_instability,0.901781,0.498063,0.055419,238.182324
16.74,pre_instability,0.873018,0.498335,0.055508,237.458523
16.76,pre_instability,0.871498,0.498457,0.055398,237.475715
16.78,pre_instability,0.873968,0.498511,0.055441,237.582946
16.8,pre_instability,0.871245,0.498548,0.05546,237.520133
16.82,pre_instability,0.930608,0.498669,0.055293,239.365563
16.84,pre_instability,1.012198,0.498737,0.055342,241.74311
16.86,pre_instability,0.942567,0.498386,0.054883,239.557266
16.88,pre_instability,0.937987,0.498369,0.054882,239.413487
16.9,pre_instability,0.976902,0.498268,0.054946,240.493713
16.92,pre_instability,0.973525,0.498095,0.055035,240.308074
16.94,pre_instability,1.043173,0.497808,0.055018,242.126697
16.96,pre_instability,1.074522,0.498357,0.054617,243.252378
16.98,pre_instability,1.133048,0.498083,0.054731,244.684414
17.0,pre_instability,1.16163,0.498291,0.054728,245.528789
17.02,pre_instability,1.184478,0.497506,0.054521,245.734699
17.04,pre_instability,1.161697,0.497499,0.054523,245.140683
17.06,pre_instability,1.203445,0.497093,0.054177,246.005371
17.08,pre_instability,1.1895,0.498006,0.054891,246.115552
17.1,pre_instability,1.004545,0.497528,0.055153,240.895046
17.12,pre_instability,0.907395,0.497826,0.055407,238.217972
17.14,pre_instability,0.959879,0.498072,0.055269,239.906911
17.16,pre_instability,0.934712,0.498129,0.05528,239.200016
17.18,pre_instability,0.920808,0.497855,0.055129,238.63008
17.2,pre_instability,0.895455,0.49804,0.055168,237.969858
17.22,pre_instability,0.988933,0.498388,0.054802,240.896341
17.24,pre_instability,0.973915,0.498748,0.055126,240.658932
17.26,pre_instability,0.992002,0.498848,0.055036,241.220559
17.28,pre_instability,1.008364,0.499193,0.0552,241.8509
17.3,pre_instability,0.915851,0.499069,0.055233,239.132461
17.32,pre_instability,0.873157,0.499417,0.054854,238.015495
17.34,pre_instability,0.976428,0.499527,0.054647,241.092819
17.36,pre_instability,1.047923,0.499521,0.054643,243.075016
17.38,pre_instability,0.731294,0.499948,0.054817,233.751593
17.4,pre_instability,1.005331,0.500421,0.054006,242.278231
17.42,pre_instability,1.033517,0.500219,0.053947,242.96565
17.44,pre_instability,1.028385,0.499952,0.054068,242.71516
17.46,pre_instability,1.014998,0.500043,0.054008,242.384572
17.48,pre_instability,1.006182,0.499996,0.0541,242.122952
17.5,pre_instability,1.08174,0.499678,0.054115,244.039852
17.52,pre_instability,1.028387,0.499656,0.054106,242.586358
17.54,pre_instability,1.124592,0.499449,0.053652,245.059403
17.56,pre_instability,1.152388,0.499892,0.054656,245.990322
17.58,pre_instability,1.035159,0.499738,0.05471,242.825129
17.6,pre_instability,0.966456,0.499997,0.05496,241.032701
17.62,pre_instability,0.939225,0.499909,0.05488,240.210268
17.64,pre_instability,0.899242,0.499797,0.054827,238.984629
17.66,pre_instability,0.94822,0.499679,0.054645,240.356994
17.68,pre_instability,0.95584,0.499751,0.054639,240.609454
17.7,pre_instability,0.948083,0.499816,0.054615,240.415648
17.72,pre_instability,0.968372,0.499824,0.054606,240.999181
17.74,pre_instability,0.951437,0.499599,0.054833,240.417787
17.76,pre_instability,1.00332,0.499298,0.054835,241.748711
17.78,pre_instability,0.945743,0.499401,0.05486,240.160571
17.8,pre_instability,0.940525,0.499413,0.054854,240.014811
17.82,pre_instability,0.948356,0.499345,0.054892,240.209836
17.84,pre_instability,0.94819,0.499362,0.05489,240.213313
17.86,pre_instability,1.056031,0.499351,0.054853,243.224478
17.88,pre_instability,1.088709,0.499452,0.05422,244.129883
17.9,pre_instability,1.083209,0.499458,0.05419,243.985331
17.92,pre_instability,1.078708,0.499542,0.054305,243.905143
17.94,pre_instability,1.07475,0.499646,0.053937,243.83466
17.96,pre_instability,1.066533,0.499676,0.05386,243.625172
17.98,pre_instability,1.064019,0.499707,0.053865,243.570857
18.0,pre_instability,1.093176,0.499727,0.054134,244.365406
18.02,pre_instability,1.113963,0.499728,0.054139,244.913046
18.04,pre_instability,1.123966,0.499723,0.054195,245.17379
18.06,pre_instability,1.13184,0.499693,0.054109,245.363709
18.08,pre_instability,1.153025,0.499681,0.054168,245.907172
18.1,pre_instability,1.176778,0.499749,0.054213,246.542364
18.12,pre_instability,1.136403,0.49968,0.054185,245.478781
18.14,pre_instability,1.102518,0.499708,0.05431,244.608442
18.16,pre_instability,1.114138,0.499783,0.054295,244.945206
18.18,pre_instability,1.050041,0.499699,0.054515,243.207644
18.2,pre_instability,1.061367,0.499687,0.054559,243.509907
18.22,pre_instability,1.049002,0.499585,0.054852,243.138582
18.24,pre_instability,1.059629,0.499665,0.054769,243.459042
18.26,pre_instability,1.048479,0.499677,0.054804,243.163714
18.28,pre_instability,1.041217,0.4997,0.054798,242.976184
18.3,pre_instability,1.03908,0.499667,0.054801,242.903234
18.32,pre_instability,1.086149,0.499511,0.054642,244.098957
18.34,pre_instability,1.111783,0.499179,0.054476,244.626973
18.36,pre_instability,1.092871,0.49931,0.054381,244.182269
18.38,pre_instability,1.072274,0.499216,0.05437,243.589013
18.4,pre_instability,1.071473,0.49921,0.054363,243.564936
18.42,pre_instability,1.152455,0.499131,0.054387,245.663972
18.44,pre_instability,1.247964,0.499296,0.054185,248.133918
18.46,pre_instability,1.205931,0.499023,0.053627,246.959518
18.48,pre_instability,1.249334,0.498801,0.05337,247.93909
18.5,pre_instability,1.321301,0.498669,0.053269,249.629529
18.52,pre_instability,1.323012,0.498962,0.052951,249.784498
18.54,pre_instability,1.254516,0.49871,0.053379,248.028115
18.56,pre_instability,1.265085,0.498869,0.053288,248.353533
18.58,pre_instability,1.255166,0.498688,0.053135,248.028621
18.6,pre_instability,1.141196,0.498901,0.05351,245.247291
18.62,pre_instability,1.211204,0.499176,0.053543,247.155344
18.64,pre_instability,1.204862,0.499243,0.053543,247.024439
18.66,pre_instability,1.210933,0.499505,0.053541,247.285402
18.68,pre_instability,1.148497,0.499179,0.053845,245.568403
18.7,pre_instability,1.135023,0.499276,0.053839,245.26103
18.72,pre_instability,1.120898,0.499034,0.054082,244.791651
18.74,pre_instability,1.088183,0.499192,0.054004,243.994844
18.76,pre_instability,1.125917,0.499365,0.05389,245.063881
18.78,pre_instability,1.192711,0.498993,0.053553,246.610942
18.8,pre_instability,1.311089,0.498432,0.052929,249.274773
18.82,pre_instability,1.310593,0.498273,0.053187,249.200293
18.84,pre_instability,1.072077,0.49914,0.053628,243.529188
18.86,pre_instability,1.098317,0.499396,0.054005,244.354832
18.88,pre_instability,1.127294,0.499055,0.053655,244.957337
18.9,pre_instability,1.127757,0.499076,0.053652,244.978622
18.92,pre_instability,1.144863,0.499133,0.053597,245.447675
18.94,pre_instability,1.173746,0.499443,0.053182,246.311911
18.96,pre_instability,1.167375,0.499666,0.05315,246.241729
18.98,pre_instability,1.097586,0.499325,0.053233,244.28313
19.0,pre_instability,1.140285,0.498846,0.053342,245.194063
19.02,pre_instability,1.142926,0.498803,0.053341,245.24336
19.04,pre_instability,1.101011,0.498493,0.053522,243.999993
19.06,pre_instability,1.230227,0.498165,0.053393,247.182249
19.08,pre_instability,1.172531,0.498791,0.052844,245.989422
19.1,pre_instability,1.299888,0.499044,0.052483,249.252036
19.12,pre_instability,1.316437,0.499289,0.052276,249.743201
19.14,pre_instability,1.352418,0.499057,0.052171,250.501015
19.16,pre_instability,1.344844,0.498915,0.052364,250.269558
19.18,pre_instability,1.152326,0.499699,0.05314,245.869705
19.2,pre_instability,1.038404,0.500157,0.053321,243.055279
19.22,pre_instability,1.071094,0.500735,0.053238,244.166577
19.24,pre_instability,1.08485,0.500968,0.053187,244.618761
19.26,pre_instability,1.078285,0.501196,0.053108,244.528757
19.28,pre_instability,1.029882,0.5017,0.053239,243.423945
19.3,pre_instability,1.116335,0.502005,0.053307,245.808596
19.32,pre_instability,1.162969,0.501784,0.053009,246.914495
19.34,pre_instability,1.109235,0.501302,0.053806,245.395648
19.36,pre_instability,0.879803,0.500813,0.054212,238.849492
19.38,pre_instability,1.034132,0.500621,0.054006,243.149255
19.4,pre_instability,1.026648,0.501027,0.053629,243.095968
19.42,pre_instability,0.972655,0.501598,0.053395,241.820167
19.44,pre_instability,1.065844,0.502255,0.053477,244.580711
19.46,pre_instability,1.008337,0.502326,0.053468,243.064559
19.48,pre_instability,1.053726,0.502762,0.053334,244.419309
19.5,pre_instability,1.0417,0.502779,0.053336,244.10578
19.52,pre_instability,1.054723,0.503114,0.053636,244.561019
19.54,pre_instability,1.03195,0.503053,0.053558,243.936265
19.56,pre_instability,1.04571,0.503093,0.053526,244.313692
19.58,pre_instability,1.037902,0.503046,0.053546,244.092325
19.6,pre_instability,1.082198,0.502772,0.053342,245.170266
19.62,pre_instability,1.07493,0.50297,0.053609,245.047652
19.64,pre_instability,1.02298,0.502843,0.053691,243.634689
19.66,pre_instability,0.999612,0.503175,0.053379,243.097022
19.68,pre_instability,0.992615,0.503206,0.053322,242.91427
19.7,pre_instability,0.979398,0.503208,0.053322,242.553091
19.72,pre_instability,0.950935,0.503404,0.053537,241.830465
19.74,pre_instability,0.938631,0.503443,0.053545,241.497814
19.76,pre_instability,0.937906,0.503387,0.053575,241.461261
19.78,pre_instability,0.955968,0.503226,0.053475,241.914532
19.8,pre_instability,0.95166,0.503225,0.053475,241.794059
19.82,pre_instability,0.911176,0.503061,0.053688,240.602169
19.84,pre_instability,0.953465,0.5029,0.053662,241.746482
19.86,pre_instability,0.931487,0.502946,0.053652,241.142706
19.88,pre_instability,0.973657,0.502929,0.053714,242.318644
19.9,pre_instability,0.995026,0.502758,0.053688,242.850212
19.92,pre_instability,1.021734,0.502701,0.054213,243.570396
19.94,pre_instability,0.885633,0.502774,0.054373,239.787414
19.96,pre_instability,0.852865,0.502819,0.054301,238.83408
19.98,pre_instability,0.803943,0.502819,0.054446,237.354261
20.0,pre_instability,0.726468,0.502834,0.054573,234.901062
20.02,pre_instability,0.725848,0.502841,0.054717,234.887962
20.04,pre_instability,0.740293,0.50284,0.054605,235.354599
20.06,pre_instability,0.732401,0.502841,0.054612,235.09893
20.08,pre_instability,0.735853,0.502829,0.054595,235.206133
20.1,pre_instability,0.737582,0.502761,0.054447,235.231383
20.12,pre_instability,0.749189,0.502687,0.054388,235.576679
20.14,pre_instability,0.763746,0.502662,0.054463,236.036395
20.16,pre_instability,0.770712,0.502678,0.05437,236.260433
20.18,pre_instability,0.663069,0.502871,0.054965,232.794668
20.2,pre_instability,0.656505,0.502877,0.054973,232.569543
20.22,pre_instability,0.644344,0.502966,0.055064,232.183154
20.24,pre_instability,0.63578,0.502973,0.055053,231.883122
20.26,pre_instability,0.643911,0.502932,0.055043,232.153512
20.28,pre_instability,0.645151,0.502913,0.05508,232.190639
20.3,pre_instability,0.588976,0.502739,0.056008,230.118695
20.32,pre_instability,0.596904,0.502558,0.056241,230.341656
20.34,pre_instability,0.58423,0.502408,0.056643,229.815842
20.36,pre_instability,0.594604,0.502122,0.057148,230.089113
20.38,pre_instability,0.608821,0.501934,0.057342,230.533352
20.4,pre_instability,0.548721,0.502283,0.057447,228.425856
20.42,pre_instability,0.57793,0.502346,0.05741,229.578022
20.44,pre_instability,0.572054,0.502321,0.057359,229.341269
20.46,pre_instability,0.629551,0.502564,0.057162,231.564971
20.48,pre_instability,0.595359,0.503019,0.056697,230.501174
20.5,pre_instability,0.621374,0.503167,0.056333,231.493895
20.52,pre_instability,0.614529,0.503256,0.056342,231.283932
20.54,pre_instability,0.629679,0.503387,0.056389,231.878467
20.56,pre_instability,0.642298,0.503303,0.056438,232.292701
20.58,pre_instability,0.727549,0.503169,0.056294,235.118011
20.6,pre_instability,0.853568,0.503766,0.055327,239.196044
20.62,pre_instability,0.837377,0.503576,0.05539,238.656608
20.64,pre_instability,0.928077,0.503014,0.055159,241.111173
20.66,pre_instability,0.924683,0.503003,0.055177,241.011743
20.68,pre_instability,0.908967,0.503102,0.055153,240.594773
20.7,pre_instability,0.916158,0.503336,0.055079,240.872573
20.72,pre_instability,0.899015,0.503358,0.055053,240.387445
20.74,pre_instability,0.901383,0.503437,0.055032,240.479738
20.76,pre_instability,0.970457,0.503229,0.054834,242.355457
20.78,pre_instability,1.007559,0.502927,0.054535,243.268024
20.8,pre_instability,1.094641,0.503386,0.054768,245.710217
20.82,pre_instability,1.094638,0.503224,0.054558,245.658732
